face_id,gender_self,ethnicity_self,age_self,asian_prob,chinese_asian_prob,japanese_asian_prob,indian_asian_prob,other_asian_prob,middle_eastern_prob,black_prob,latino_prob,multi_prob,other_prob,white_prob,ethnicity_perceived,ethnicity_perceived_probability,ethnicity_perceived_available
BM-043,M,B,,0.0,,,,,,0.93258427,0.033707865,0.033707865,0.0,0.0,Black,0.93258427,True
BM-044,M,B,,0.097826087,,,,,,0.076086957,0.369565217,0.065217391,0.358695652,0.032608696,Latino,0.369565217,True
BM-045,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-046,M,B,,0.0,,,,,,0.921348315,0.0,0.011235955,0.06741573,0.0,Black,0.921348315,True
BM-200,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-201,M,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,Black,0.961538462,True
BM-202,M,B,,0.0,,,,,,0.962962963,0.037037037,0.0,0.0,0.0,Black,0.962962963,True
BM-203,M,B,,0.038461538,,,,,,0.961538462,0.0,0.0,0.0,0.0,Black,0.961538462,True
BM-204,M,B,,0.0,,,,,,0.103448276,0.068965517,0.689655172,0.103448276,0.034482759,Multiracial,0.689655172,True
BM-205,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-206,M,B,,0.037037037,,,,,,0.666666667,0.074074074,0.185185185,0.0,0.037037037,Black,0.666666667,True
BM-207,M,B,,0.0,,,,,,0.964285714,0.035714286,0.0,0.0,0.0,Black,0.964285714,True
BM-208,M,B,,0.0,,,,,,0.666666667,0.066666667,0.266666667,0.0,0.0,Black,0.666666667,True
BM-209,M,B,,0.0,,,,,,0.785714286,0.035714286,0.142857143,0.035714286,0.0,Black,0.785714286,True
BM-210,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-211,M,B,,0.0,,,,,,0.740740741,0.0,0.259259259,0.0,0.0,Black,0.740740741,True
BM-212,M,B,,0.0,,,,,,0.130434783,0.217391304,0.565217391,0.086956522,0.0,Multiracial,0.565217391,True
BM-213,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-214,M,B,,0.0,,,,,,0.962962963,0.0,0.037037037,0.0,0.0,Black,0.962962963,True
BM-215,M,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,Black,0.961538462,True
BM-216,M,B,,0.0,,,,,,0.962962963,0.037037037,0.0,0.0,0.0,Black,0.962962963,True
BM-217,M,B,,0.0,,,,,,0.965517241,0.0,0.034482759,0.0,0.0,Black,0.965517241,True
BM-218,M,B,,0.0,,,,,,0.740740741,0.0,0.259259259,0.0,0.0,Black,0.740740741,True
BM-219,M,B,,0.0,,,,,,0.111111111,0.185185185,0.703703704,0.0,0.0,Multiracial,0.703703704,True
BM-221,M,B,,0.0,,,,,,0.083333333,0.166666667,0.583333333,0.125,0.041666667,Multiracial,0.583333333,True
BM-222,M,B,,0.0,,,,,,0.379310345,0.344827586,0.275862069,0.0,0.0,Black,0.379310345,True
BM-223,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-224,M,B,,0.034482759,,,,,,0.586206897,0.103448276,0.275862069,0.0,0.0,Black,0.586206897,True
BM-225,M,B,,0.0,,,,,,0.964285714,0.0,0.035714286,0.0,0.0,Black,0.964285714,True
BM-226,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-227,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-228,M,B,,0.0,,,,,,0.692307692,0.115384615,0.192307692,0.0,0.0,Black,0.692307692,True
BM-229,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-230,M,B,,0.0,,,,,,0.64,0.0,0.32,0.0,0.04,Black,0.64,True
BM-231,M,B,,0.0,,,,,,0.884615385,0.0,0.115384615,0.0,0.0,Black,0.884615385,True
BM-232,M,B,,0.0,,,,,,0.96,0.0,0.04,0.0,0.0,Black,0.96,True
BM-233,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-234,M,B,,0.0,,,,,,0.074074074,0.444444444,0.296296296,0.037037037,0.148148148,Latino,0.444444444,True
BM-235,M,B,,0.0,,,,,,0.689655172,0.034482759,0.24137931,0.034482759,0.0,Black,0.689655172,True
BM-236,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-237,M,B,,0.0,,,,,,0.923076923,0.0,0.076923077,0.0,0.0,Black,0.923076923,True
BM-238,M,B,,0.0,,,,,,0.925925926,0.0,0.074074074,0.0,0.0,Black,0.925925926,True
BM-239,M,B,,0.0,,,,,,0.730769231,0.038461538,0.230769231,0.0,0.0,Black,0.730769231,True
BM-240,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-241,M,B,,0.0,,,,,,0.961538462,0.038461538,0.0,0.0,0.0,Black,0.961538462,True
BM-242,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-243,M,B,,0.0,,,,,,0.875,0.0,0.125,0.0,0.0,Black,0.875,True
BM-244,M,B,,0.0,,,,,,0.956521739,0.0,0.043478261,0.0,0.0,Black,0.956521739,True
BM-245,M,B,,0.0,,,,,,0.956521739,0.0,0.0,0.0,0.043478261,Black,0.956521739,True
BM-246,M,B,,0.0,,,,,,0.958333333,0.041666667,0.0,0.0,0.0,Black,0.958333333,True
BM-247,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-248,M,B,,0.0,,,,,,0.692307692,0.038461538,0.269230769,0.0,0.0,Black,0.692307692,True
BM-249,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-250,M,B,,0.034482759,,,,,,0.965517241,0.0,0.0,0.0,0.0,Black,0.965517241,True
BM-251,M,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,Black,1.0,True
BM-252,M,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,Black,0.961538462,True
BM-253,M,B,,0.0,,,,,,0.916666667,0.0,0.083333333,0.0,0.0,Black,0.916666667,True
LF-200,F,L,,0.0,,,,,,0.0,0.375,0.458333333,0.041666667,0.125,Multiracial,0.458333333,True
LF-201,F,L,,0.04,,,,,,0.0,0.44,0.04,0.04,0.44,Latino,0.44,True
LF-202,F,L,,0.0,,,,,,0.0,0.481481481,0.148148148,0.037037037,0.333333333,Latino,0.481481481,True
LF-203,F,L,,0.5,,,,,,0.0,0.230769231,0.269230769,0.0,0.0,Asian,0.5,True
LF-204,F,L,,0.0,,,,,,0.0,0.888888889,0.037037037,0.0,0.074074074,Latino,0.888888889,True
LF-205,F,L,,0.25,,,,,,0.0,0.464285714,0.285714286,0.0,0.0,Latino,0.464285714,True
LF-206,F,L,,0.076923077,,,,,,0.0,0.307692308,0.192307692,0.038461538,0.384615385,White,0.384615385,True
LF-207,F,L,,0.0,,,,,,0.035714286,0.392857143,0.25,0.321428571,0.0,Latino,0.392857143,True
LF-208,F,L,,0.035714286,,,,,,0.0,0.607142857,0.035714286,0.107142857,0.214285714,Latino,0.607142857,True
LF-209,F,L,,0.0,,,,,,0.0,0.923076923,0.076923077,0.0,0.0,Latino,0.923076923,True
LF-210,F,L,,0.038461538,,,,,,0.0,0.423076923,0.076923077,0.0,0.461538462,White,0.461538462,True
LF-211,F,L,,0.076923077,,,,,,0.0,0.230769231,0.192307692,0.0,0.5,White,0.5,True
LF-212,F,L,,0.111111111,,,,,,0.0,0.814814815,0.037037037,0.037037037,0.0,Latino,0.814814815,True
LF-213,F,L,,0.04,,,,,,0.0,0.56,0.16,0.12,0.12,Latino,0.56,True
LF-214,F,L,,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,Latino,1.0,True
LF-215,F,L,,0.0,,,,,,0.033333333,0.8,0.133333333,0.0,0.033333333,Latino,0.8,True
LF-216,F,L,,0.04,,,,,,0.0,0.68,0.12,0.0,0.16,Latino,0.68,True
LF-217,F,L,,0.0,,,,,,0.0,0.7,0.166666667,0.0,0.133333333,Latino,0.7,True
LF-218,F,L,,0.033333333,,,,,,0.0,0.466666667,0.233333333,0.0,0.266666667,Latino,0.466666667,True
LF-219,F,L,,0.346153846,,,,,,0.0,0.423076923,0.192307692,0.0,0.038461538,Latino,0.423076923,True
LF-220,F,L,,0.04,,,,,,0.0,0.84,0.04,0.0,0.08,Latino,0.84,True
LF-221,F,L,,0.0,,,,,,0.0,0.846153846,0.076923077,0.038461538,0.038461538,Latino,0.846153846,True
LF-222,F,L,,0.038461538,,,,,,0.0,0.615384615,0.192307692,0.0,0.153846154,Latino,0.615384615,True
LF-223,F,L,,0.230769231,,,,,,0.0,0.461538462,0.230769231,0.0,0.076923077,Latino,0.461538462,True
LF-224,F,L,,0.086956522,,,,,,0.0,0.52173913,0.217391304,0.0,0.173913043,Latino,0.52173913,True
LF-225,F,L,,0.0,,,,,,0.0,0.458333333,0.291666667,0.0,0.25,Latino,0.458333333,True
LF-226,F,L,,0.038461538,,,,,,0.0,0.769230769,0.076923077,0.038461538,0.076923077,Latino,0.769230769,True
LF-227,F,L,,0.037037037,,,,,,0.0,0.555555556,0.296296296,0.074074074,0.037037037,Latino,0.555555556,True
LF-228,F,L,,0.24137931,,,,,,0.0,0.448275862,0.275862069,0.034482759,0.0,Latino,0.448275862,True
LF-229,F,L,,0.0,,,,,,0.0,0.434782609,0.304347826,0.0,0.260869565,Latino,0.434782609,True
LF-230,F,L,,0.037037037,,,,,,0.0,0.037037037,0.037037037,0.0,0.888888889,White,0.888888889,True
LF-231,F,L,,0.076923077,,,,,,0.0,0.769230769,0.115384615,0.038461538,0.0,Latino,0.769230769,True
LF-232,F,L,,0.538461538,,,,,,0.0,0.307692308,0.076923077,0.076923077,0.0,Asian,0.538461538,True
LF-233,F,L,,0.0,,,,,,0.0,0.16,0.0,0.0,0.84,White,0.84,True
LF-234,F,L,,0.423076923,,,,,,0.0,0.5,0.076923077,0.0,0.0,Latino,0.5,True
LF-235,F,L,,0.115384615,,,,,,0.0,0.538461538,0.307692308,0.0,0.038461538,Latino,0.538461538,True
LF-236,F,L,,0.08,,,,,,0.0,0.32,0.52,0.08,0.0,Multiracial,0.52,True
LF-237,F,L,,0.0,,,,,,0.0,0.357142857,0.142857143,0.0,0.5,White,0.5,True
LF-238,F,L,,0.0,,,,,,0.0,0.733333333,0.0,0.0,0.266666667,Latino,0.733333333,True
LF-239,F,L,,0.096774194,,,,,,0.0,0.677419355,0.225806452,0.0,0.0,Latino,0.677419355,True
LF-240,F,L,,0.034482759,,,,,,0.0,0.655172414,0.068965517,0.103448276,0.137931034,Latino,0.655172414,True
LF-241,F,L,,0.0,,,,,,0.111111111,0.37037037,0.518518519,0.0,0.0,Multiracial,0.518518519,True
LF-242,F,L,,0.074074074,,,,,,0.0,0.666666667,0.259259259,0.0,0.0,Latino,0.666666667,True
LF-243,F,L,,0.076923077,,,,,,0.0,0.307692308,0.423076923,0.038461538,0.153846154,Multiracial,0.423076923,True
LF-244,F,L,,0.192307692,,,,,,0.038461538,0.5,0.192307692,0.076923077,0.0,Latino,0.5,True
LF-245,F,L,,0.034482759,,,,,,0.034482759,0.689655172,0.24137931,0.0,0.0,Latino,0.689655172,True
LF-246,F,L,,0.037037037,,,,,,0.0,0.592592593,0.074074074,0.0,0.296296296,Latino,0.592592593,True
LF-247,F,L,,0.035714286,,,,,,0.0,0.285714286,0.071428571,0.0,0.607142857,White,0.607142857,True
LF-248,F,L,,0.0,,,,,,0.0,0.208333333,0.083333333,0.041666667,0.666666667,White,0.666666667,True
LF-249,F,L,,0.068965517,,,,,,0.0,0.551724138,0.137931034,0.068965517,0.172413793,Latino,0.551724138,True
LF-250,F,L,,0.115384615,,,,,,0.0,0.5,0.307692308,0.038461538,0.038461538,Latino,0.5,True
LF-251,F,L,,0.074074074,,,,,,0.0,0.703703704,0.148148148,0.074074074,0.0,Latino,0.703703704,True
LF-252,F,L,,0.0,,,,,,0.0,0.851851852,0.074074074,0.037037037,0.037037037,Latino,0.851851852,True
LF-253,F,L,,0.076923077,,,,,,0.115384615,0.461538462,0.346153846,0.0,0.0,Latino,0.461538462,True
LF-254,F,L,,0.0,,,,,,0.0,0.75,0.041666667,0.041666667,0.166666667,Latino,0.75,True
LF-255,F,L,,0.0,,,,,,0.0,0.846153846,0.115384615,0.0,0.038461538,Latino,0.846153846,True
LM-200,M,L,,0.0,,,,,,0.0,0.068965517,0.137931034,0.0,0.793103448,White,0.793103448,True
LM-201,M,L,,0.035714286,,,,,,0.0,0.071428571,0.035714286,0.071428571,0.785714286,White,0.785714286,True
LM-202,M,L,,0.0,,,,,,0.230769231,0.538461538,0.192307692,0.038461538,0.0,Latino,0.538461538,True
LM-203,M,L,,0.0,,,,,,0.0,0.272727273,0.272727273,0.0,0.454545455,White,0.454545455,True
LM-204,M,L,,0.0,,,,,,0.0,0.034482759,0.0,0.0,0.965517241,White,0.965517241,True
LM-206,M,L,,0.041666667,,,,,,0.0,0.458333333,0.208333333,0.0,0.291666667,Latino,0.458333333,True
LM-207,M,L,,0.033333333,,,,,,0.0,0.7,0.133333333,0.0,0.133333333,Latino,0.7,True
LM-208,M,L,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
LM-209,M,L,,0.357142857,,,,,,0.0,0.321428571,0.107142857,0.0,0.214285714,Asian,0.357142857,True
LM-210,M,L,,0.0,,,,,,0.0,0.888888889,0.037037037,0.0,0.074074074,Latino,0.888888889,True
LM-211,M,L,,0.071428571,,,,,,0.0,0.571428571,0.142857143,0.0,0.214285714,Latino,0.571428571,True
LM-212,M,L,,0.0,,,,,,0.0,0.44,0.2,0.0,0.36,Latino,0.44,True
LM-213,M,L,,0.083333333,,,,,,0.0,0.833333333,0.083333333,0.0,0.0,Latino,0.833333333,True
LM-214,M,L,,0.178571429,,,,,,0.0,0.357142857,0.321428571,0.071428571,0.071428571,Latino,0.357142857,True
LM-215,M,L,,0.0,,,,,,0.0,0.076923077,0.115384615,0.076923077,0.730769231,White,0.730769231,True
LM-216,M,L,,0.111111111,,,,,,0.0,0.555555556,0.185185185,0.111111111,0.037037037,Latino,0.555555556,True
LM-217,M,L,,0.0,,,,,,0.0,0.56,0.12,0.04,0.28,Latino,0.56,True
LM-218,M,L,,0.0,,,,,,0.0,0.666666667,0.296296296,0.0,0.037037037,Latino,0.666666667,True
LM-219,M,L,,0.111111111,,,,,,0.0,0.518518519,0.333333333,0.0,0.037037037,Latino,0.518518519,True
LM-220,M,L,,0.0,,,,,,0.0,0.107142857,0.321428571,0.392857143,0.178571429,Other,0.392857143,True
LM-221,M,L,,0.0,,,,,,0.0,0.518518519,0.185185185,0.037037037,0.259259259,Latino,0.518518519,True
LM-222,M,L,,0.0,,,,,,0.0,0.25,0.083333333,0.041666667,0.625,White,0.625,True
LM-223,M,L,,0.107142857,,,,,,0.035714286,0.607142857,0.035714286,0.214285714,0.0,Latino,0.607142857,True
LM-224,M,L,,0.0,,,,,,0.068965517,0.0,0.896551724,0.034482759,0.0,Multiracial,0.896551724,True
LM-225,M,L,,0.076923077,,,,,,0.0,0.730769231,0.115384615,0.076923077,0.0,Latino,0.730769231,True
LM-226,M,L,,0.0,,,,,,0.0,0.52173913,0.130434783,0.086956522,0.260869565,Latino,0.52173913,True
LM-227,M,L,,0.068965517,,,,,,0.0,0.655172414,0.0,0.137931034,0.137931034,Latino,0.655172414,True
LM-228,M,L,,0.0,,,,,,0.0,0.428571429,0.107142857,0.071428571,0.392857143,Latino,0.428571429,True
LM-229,M,L,,0.0,,,,,,0.0,0.88,0.08,0.0,0.04,Latino,0.88,True
LM-230,M,L,,0.037037037,,,,,,0.0,0.814814815,0.111111111,0.037037037,0.0,Latino,0.814814815,True
LM-231,M,L,,0.0,,,,,,0.0,0.28,0.32,0.04,0.36,White,0.36,True
LM-232,M,L,,0.0,,,,,,0.0,0.923076923,0.0,0.038461538,0.038461538,Latino,0.923076923,True
LM-233,M,L,,0.0,,,,,,0.0,0.576923077,0.153846154,0.153846154,0.115384615,Latino,0.576923077,True
LM-234,M,L,,0.285714286,,,,,,0.0,0.321428571,0.25,0.107142857,0.035714286,Latino,0.321428571,True
LM-235,M,L,,0.0,,,,,,0.0,0.586206897,0.206896552,0.0,0.206896552,Latino,0.586206897,True
LM-236,M,L,,0.0,,,,,,0.0,0.285714286,0.0,0.071428571,0.642857143,White,0.642857143,True
LM-237,M,L,,0.0,,,,,,0.0,0.090909091,0.045454545,0.0,0.863636364,White,0.863636364,True
LM-238,M,L,,0.04,,,,,,0.0,0.6,0.24,0.0,0.12,Latino,0.6,True
LM-239,M,L,,0.076923077,,,,,,0.0,0.807692308,0.038461538,0.038461538,0.038461538,Latino,0.807692308,True
LM-240,M,L,,0.0,,,,,,0.041666667,0.208333333,0.666666667,0.0,0.083333333,Multiracial,0.666666667,True
LM-241,M,L,,0.333333333,,,,,,0.0,0.476190476,0.142857143,0.0,0.047619048,Latino,0.476190476,True
LM-242,M,L,,0.076923077,,,,,,0.0,0.576923077,0.192307692,0.153846154,0.0,Latino,0.576923077,True
LM-243,M,L,,0.0,,,,,,0.0,0.928571429,0.071428571,0.0,0.0,Latino,0.928571429,True
LM-244,M,L,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
LM-246,M,L,,0.0,,,,,,0.0,0.740740741,0.074074074,0.074074074,0.111111111,Latino,0.740740741,True
LM-247,M,L,,0.166666667,,,,,,0.083333333,0.291666667,0.375,0.041666667,0.041666667,Multiracial,0.375,True
LM-248,M,L,,0.068965517,,,,,,0.0,0.310344828,0.413793103,0.034482759,0.172413793,Multiracial,0.413793103,True
LM-249,M,L,,0.041666667,,,,,,0.0,0.75,0.208333333,0.0,0.0,Latino,0.75,True
LM-250,M,L,,0.0,,,,,,0.0,0.071428571,0.035714286,0.0,0.892857143,White,0.892857143,True
LM-251,M,L,,0.0,,,,,,0.0,0.04,0.04,0.0,0.92,White,0.92,True
LM-252,M,L,,0.033333333,,,,,,0.0,0.7,0.1,0.1,0.066666667,Latino,0.7,True
LM-253,M,L,,0.043478261,,,,,,0.0,0.260869565,0.086956522,0.130434783,0.47826087,White,0.47826087,True
WF-001,F,W,,0.0,,,,,,0.0,0.0,0.0,0.01010101,0.98989899,White,0.98989899,True
WF-002,F,W,,0.0,,,,,,0.0,0.0,0.0,0.010638298,0.989361702,White,0.989361702,True
WF-003,F,W,,0.0,,,,,,0.0,0.0,0.0,0.010989011,0.989010989,White,0.989010989,True
WF-005,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-006,F,W,,0.0,,,,,,0.0,0.042105263,0.010526316,0.010526316,0.936842105,White,0.936842105,True
WF-007,F,W,,0.053763441,,,,,,0.0,0.161290323,0.010752688,0.129032258,0.64516129,White,0.64516129,True
WF-008,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-009,F,W,,0.0,,,,,,0.0,0.0,0.010638298,0.0,0.989361702,White,0.989361702,True
WF-010,F,W,,0.0,,,,,,0.0,0.011764706,0.0,0.011764706,0.976470588,White,0.976470588,True
WF-011,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-012,F,W,,0.010416667,,,,,,0.0,0.041666667,0.0,0.010416667,0.9375,White,0.9375,True
WF-013,F,W,,0.0,,,,,,0.010869565,0.032608696,0.010869565,0.0,0.945652174,White,0.945652174,True
WF-014,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-015,F,W,,0.0,,,,,,0.0,0.021978022,0.0,0.0,0.978021978,White,0.978021978,True
WF-016,F,W,,0.0,,,,,,0.0,0.590909091,0.022727273,0.022727273,0.363636364,Latino,0.590909091,True
WF-017,F,W,,0.0,,,,,,0.0,0.02247191,0.0,0.02247191,0.95505618,White,0.95505618,True
WF-018,F,W,,0.011111111,,,,,,0.0,0.011111111,0.0,0.011111111,0.966666667,White,0.966666667,True
WF-019,F,W,,0.0,,,,,,0.0,0.25,0.010869565,0.010869565,0.72826087,White,0.72826087,True
WF-020,F,W,,0.011235955,,,,,,0.0,0.0,0.0,0.011235955,0.97752809,White,0.97752809,True
WF-021,F,W,,0.0,,,,,,0.0,0.021978022,0.0,0.010989011,0.967032967,White,0.967032967,True
WF-022,F,W,,0.0,,,,,,0.0,0.032608696,0.0,0.010869565,0.956521739,White,0.956521739,True
WF-023,F,W,,0.021505376,,,,,,0.0,0.086021505,0.021505376,0.021505376,0.849462366,White,0.849462366,True
WF-024,F,W,,0.0,,,,,,0.0,0.0,0.0,0.021276596,0.978723404,White,0.978723404,True
WF-025,F,W,,0.0,,,,,,0.0,0.02173913,0.0,0.0,0.97826087,White,0.97826087,True
WF-026,F,W,,0.030927835,,,,,,0.0,0.731958763,0.020618557,0.051546392,0.164948454,Latino,0.731958763,True
WF-027,F,W,,0.0,,,,,,0.0,0.112359551,0.02247191,0.056179775,0.808988764,White,0.808988764,True
WF-028,F,W,,0.0,,,,,,0.010869565,0.0,0.0,0.0,0.989130435,White,0.989130435,True
WF-029,F,W,,0.0,,,,,,0.0,0.0,0.011627907,0.011627907,0.976744186,White,0.976744186,True
WF-030,F,W,,0.0,,,,,,0.0,0.078651685,0.02247191,0.033707865,0.865168539,White,0.865168539,True
WF-031,F,W,,0.0,,,,,,0.0,0.023529412,0.0,0.0,0.976470588,White,0.976470588,True
WF-033,F,W,,0.0,,,,,,0.0,0.01010101,0.0,0.0,0.98989899,White,0.98989899,True
WF-034,F,W,,0.0,,,,,,0.0,0.23655914,0.053763441,0.193548387,0.516129032,White,0.516129032,True
WF-035,F,W,,0.0,,,,,,0.0,0.045454545,0.0,0.011363636,0.943181818,White,0.943181818,True
WF-036,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-037,F,W,,0.020833333,,,,,,0.0,0.25,0.041666667,0.0625,0.625,White,0.625,True
WF-038,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-039,F,W,,0.0,,,,,,0.010416667,0.0625,0.020833333,0.0,0.90625,White,0.90625,True
WF-200,F,W,,0.08,,,,,,0.0,0.44,0.08,0.12,0.28,Latino,0.44,True
WF-201,F,W,,0.045454545,,,,,,0.0,0.045454545,0.045454545,0.0,0.863636364,White,0.863636364,True
WF-202,F,W,,0.0,,,,,,0.0,0.103448276,0.068965517,0.0,0.827586207,White,0.827586207,True
WF-203,F,W,,0.0,,,,,,0.0,0.444444444,0.074074074,0.037037037,0.444444444,Latino,0.444444444,True
WF-204,F,W,,0.0,,,,,,0.0,0.071428571,0.0,0.0,0.928571429,White,0.928571429,True
WF-205,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-206,F,W,,0.0,,,,,,0.0,0.103448276,0.172413793,0.0,0.724137931,White,0.724137931,True
WF-207,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-208,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-209,F,W,,0.0,,,,,,0.0,0.0,0.034482759,0.0,0.965517241,White,0.965517241,True
WF-210,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-211,F,W,,0.0,,,,,,0.0,0.034482759,0.034482759,0.0,0.931034483,White,0.931034483,True
WF-212,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-213,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-214,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-215,F,W,,0.0,,,,,,0.0,0.04,0.04,0.0,0.92,White,0.92,True
WF-216,F,W,,0.0,,,,,,0.0,0.115384615,0.038461538,0.0,0.846153846,White,0.846153846,True
WF-217,F,W,,0.0,,,,,,0.0,0.04,0.0,0.0,0.96,White,0.96,True
WF-218,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-219,F,W,,0.0,,,,,,0.0,0.076923077,0.0,0.0,0.923076923,White,0.923076923,True
WF-220,F,W,,0.0,,,,,,0.0,0.0,0.035714286,0.0,0.964285714,White,0.964285714,True
WF-221,F,W,,0.0,,,,,,0.0,0.142857143,0.0,0.0,0.857142857,White,0.857142857,True
WF-222,F,W,,0.033333333,,,,,,0.0,0.1,0.066666667,0.0,0.8,White,0.8,True
WF-223,F,W,,0.0,,,,,,0.0,0.0,0.038461538,0.0,0.961538462,White,0.961538462,True
WF-224,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-225,F,W,,0.0,,,,,,0.0,0.0,0.0,0.037037037,0.962962963,White,0.962962963,True
WF-226,F,W,,0.0,,,,,,0.0,0.095238095,0.0,0.047619048,0.857142857,White,0.857142857,True
WF-227,F,W,,0.0,,,,,,0.0,0.0,0.038461538,0.038461538,0.923076923,White,0.923076923,True
WF-228,F,W,,0.038461538,,,,,,0.0,0.0,0.0,0.0,0.961538462,White,0.961538462,True
WF-229,F,W,,0.0,,,,,,0.0,0.04,0.16,0.0,0.8,White,0.8,True
WF-230,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-231,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-232,F,W,,0.0,,,,,,0.0,0.034482759,0.034482759,0.0,0.931034483,White,0.931034483,True
WF-233,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-234,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-235,F,W,,0.0,,,,,,0.0,0.16,0.2,0.08,0.56,White,0.56,True
WF-236,F,W,,0.0,,,,,,0.0,0.08,0.16,0.04,0.72,White,0.72,True
WF-237,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-238,F,W,,0.0,,,,,,0.0,0.04,0.12,0.0,0.84,White,0.84,True
WF-239,F,W,,0.0,,,,,,0.0,0.0,0.041666667,0.041666667,0.916666667,White,0.916666667,True
WF-240,F,W,,0.0,,,,,,0.0,0.620689655,0.206896552,0.034482759,0.137931034,Latino,0.620689655,True
WF-241,F,W,,0.0,,,,,,0.0,0.2,0.08,0.0,0.72,White,0.72,True
WF-242,F,W,,0.071428571,,,,,,0.0,0.0,0.0,0.071428571,0.857142857,White,0.857142857,True
WF-243,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-244,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-245,F,W,,0.0,,,,,,0.035714286,0.0,0.178571429,0.0,0.785714286,White,0.785714286,True
WF-246,F,W,,0.0,,,,,,0.0,0.464285714,0.035714286,0.0,0.5,White,0.5,True
WF-247,F,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WF-248,F,W,,0.0,,,,,,0.0,0.0,0.037037037,0.0,0.962962963,White,0.962962963,True
WF-249,F,W,,0.035714286,,,,,,0.0,0.535714286,0.107142857,0.071428571,0.25,Latino,0.535714286,True
WF-250,F,W,,0.0,,,,,,0.0,0.04,0.04,0.0,0.92,White,0.92,True
WF-251,F,W,,0.0,,,,,,0.0,0.043478261,0.0,0.0,0.956521739,White,0.956521739,True
WF-252,F,W,,0.0,,,,,,0.0,0.0,0.107142857,0.0,0.892857143,White,0.892857143,True
