face_id,gender_self,female_prob,male_prob,ethnicity_self,age_self,asian_prob,chinese_asian_prob,japanese_asian_prob,indian_asian_prob,other_asian_prob,middle_eastern_prob,black_prob,latino_prob,multi_prob,other_prob,white_prob,gender_perceived,gender_perceived_probability,ethnicity_perceived,ethnicity_perceived_probability,ethnicity_perceived_available
BF-237,F,1.0,0.0,B,,0.035714286,,,,,,0.785714286,0.035714286,0.071428571,0.071428571,0.0,F,1.0,Black,0.785714286,True
BF-238,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-239,F,1.0,0.0,B,,0.0,,,,,,0.965517241,0.0,0.034482759,0.0,0.0,F,1.0,Black,0.965517241,True
BF-240,F,1.0,0.0,B,,0.0,,,,,,0.379310345,0.068965517,0.551724138,0.0,0.0,F,1.0,Multiracial,0.551724138,True
BF-241,F,0.964285714,0.035714286,B,,0.0,,,,,,0.964285714,0.0,0.035714286,0.0,0.0,F,0.964285714,Black,0.964285714,True
BF-242,F,1.0,0.0,B,,0.0,,,,,,0.884615385,0.0,0.115384615,0.0,0.0,F,1.0,Black,0.884615385,True
BF-243,F,1.0,0.0,B,,0.0,,,,,,0.96,0.0,0.04,0.0,0.0,F,1.0,Black,0.96,True
BF-244,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-245,F,1.0,0.0,B,,0.0,,,,,,0.964285714,0.0,0.0,0.035714286,0.0,F,1.0,Black,0.964285714,True
BF-246,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-247,F,1.0,0.0,B,,0.0,,,,,,0.925925926,0.0,0.074074074,0.0,0.0,F,1.0,Black,0.925925926,True
BF-248,F,1.0,0.0,B,,0.0,,,,,,0.964285714,0.0,0.035714286,0.0,0.0,F,1.0,Black,0.964285714,True
BF-249,F,0.961538462,0.038461538,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,F,0.961538462,Black,0.961538462,True
BF-250,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-251,F,1.0,0.0,B,,0.0,,,,,,0.925925926,0.0,0.074074074,0.0,0.0,F,1.0,Black,0.925925926,True
BF-252,F,1.0,0.0,B,,0.0,,,,,,0.913043478,0.0,0.086956522,0.0,0.0,F,1.0,Black,0.913043478,True
BF-253,F,1.0,0.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,F,1.0,Black,1.0,True
BF-254,F,0.962962963,0.037037037,B,,0.0,,,,,,0.740740741,0.0,0.259259259,0.0,0.0,F,0.962962963,Black,0.740740741,True
BF-255,F,1.0,0.0,B,,0.0,,,,,,0.615384615,0.038461538,0.346153846,0.0,0.0,F,1.0,Black,0.615384615,True
BM-001,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-002,M,0.0,1.0,B,,0.0,,,,,,0.989361702,0.010638298,0.0,0.0,0.0,M,1.0,Black,0.989361702,True
BM-003,M,0.010989011,0.989010989,B,,0.010989011,,,,,,0.978021978,0.010989011,0.0,0.0,0.0,M,0.989010989,Black,0.978021978,True
BM-004,M,0.007633588,0.992366412,B,,0.038167939,,,,,,0.198473282,0.099236641,0.396946565,0.251908397,0.015267176,M,0.992366412,Multiracial,0.396946565,True
BM-005,M,0.010869565,0.989130435,B,,0.0,,,,,,0.989130435,0.0,0.0,0.010869565,0.0,M,0.989130435,Black,0.989130435,True
BM-009,M,0.0,1.0,B,,0.010309278,,,,,,0.917525773,0.030927835,0.020618557,0.020618557,0.0,M,1.0,Black,0.917525773,True
BM-010,M,0.0,1.0,B,,0.010638298,,,,,,0.936170213,0.042553191,0.0,0.010638298,0.0,M,1.0,Black,0.936170213,True
BM-011,M,0.0,1.0,B,,0.0,,,,,,0.97826087,0.0,0.0,0.010869565,0.010869565,M,1.0,Black,0.97826087,True
BM-012,M,0.0,1.0,B,,0.0,,,,,,0.392857143,0.107142857,0.428571429,0.071428571,0.0,M,1.0,Multiracial,0.428571429,True
BM-013,M,0.011235955,0.988764045,B,,0.011235955,,,,,,0.887640449,0.02247191,0.02247191,0.056179775,0.0,M,0.988764045,Black,0.887640449,True
BM-015,M,0.0,1.0,B,,0.0,,,,,,0.913978495,0.032258065,0.021505376,0.032258065,0.0,M,1.0,Black,0.913978495,True
BM-016,M,0.0,1.0,B,,0.032608696,,,,,,0.554347826,0.184782609,0.065217391,0.152173913,0.010869565,M,1.0,Black,0.554347826,True
BM-017,M,0.0,1.0,B,,0.0,,,,,,0.836956522,0.054347826,0.032608696,0.065217391,0.010869565,M,1.0,Black,0.836956522,True
BM-018,M,0.0,1.0,B,,0.0,,,,,,0.683673469,0.214285714,0.030612245,0.071428571,0.0,M,1.0,Black,0.683673469,True
BM-019,M,0.011494253,0.988505747,B,,0.0,,,,,,0.988636364,0.0,0.0,0.011363636,0.0,M,0.988505747,Black,0.988636364,True
BM-020,M,0.0,1.0,B,,0.023255814,,,,,,0.918604651,0.011627907,0.011627907,0.034883721,0.0,M,1.0,Black,0.918604651,True
BM-021,M,0.0,1.0,B,,0.0,,,,,,0.978947368,0.010526316,0.0,0.010526316,0.0,M,1.0,Black,0.978947368,True
BM-022,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-023,M,0.063829787,0.936170213,B,,0.0,,,,,,0.978723404,0.0,0.010638298,0.0,0.010638298,M,0.936170213,Black,0.978723404,True
BM-024,M,0.010416667,0.989583333,B,,0.0,,,,,,0.625,0.135416667,0.104166667,0.125,0.010416667,M,0.989583333,Black,0.625,True
BM-025,M,0.010638298,0.989361702,B,,0.0,,,,,,0.979166667,0.010416667,0.0,0.010416667,0.0,M,0.989361702,Black,0.979166667,True
BM-026,M,0.0,1.0,B,,0.0,,,,,,0.967741935,0.021505376,0.0,0.010752688,0.0,M,1.0,Black,0.967741935,True
BM-027,M,0.0,1.0,B,,0.037037037,,,,,,0.037037037,0.259259259,0.37037037,0.296296296,0.0,M,1.0,Multiracial,0.37037037,True
BM-028,M,0.010638298,0.989361702,B,,0.021276596,,,,,,0.882978723,0.0,0.021276596,0.074468085,0.0,M,0.989361702,Black,0.882978723,True
BM-029,M,0.0,1.0,B,,0.0,,,,,,0.978021978,0.0,0.0,0.021978022,0.0,M,1.0,Black,0.978021978,True
BM-030,M,0.010416667,0.989583333,B,,0.020833333,,,,,,0.833333333,0.09375,0.020833333,0.03125,0.0,M,0.989583333,Black,0.833333333,True
BM-031,M,0.02247191,0.97752809,B,,0.022727273,,,,,,0.193181818,0.534090909,0.147727273,0.102272727,0.0,M,0.97752809,Latino,0.534090909,True
BM-032,M,0.0,1.0,B,,0.0,,,,,,0.988636364,0.011363636,0.0,0.0,0.0,M,1.0,Black,0.988636364,True
BM-033,M,0.0,1.0,B,,0.0,,,,,,0.927835052,0.051546392,0.010309278,0.010309278,0.0,M,1.0,Black,0.927835052,True
BM-034,M,0.021978022,0.978021978,B,,0.0,,,,,,0.956043956,0.010989011,0.010989011,0.021978022,0.0,M,0.978021978,Black,0.956043956,True
BM-036,M,0.023255814,0.976744186,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,0.976744186,Black,1.0,True
BM-037,M,0.0,1.0,B,,0.0,,,,,,0.966666667,0.022222222,0.0,0.0,0.011111111,M,1.0,Black,0.966666667,True
BM-038,M,0.02247191,0.97752809,B,,0.0,,,,,,0.97752809,0.0,0.0,0.011235955,0.011235955,M,0.97752809,Black,0.97752809,True
BM-039,M,0.0,1.0,B,,0.0,,,,,,0.989247312,0.0,0.0,0.010752688,0.0,M,1.0,Black,0.989247312,True
BM-040,M,0.011904762,0.988095238,B,,0.0,,,,,,0.939759036,0.0,0.012048193,0.036144578,0.012048193,M,0.988095238,Black,0.939759036,True
BM-041,M,0.0,1.0,B,,0.0,,,,,,0.964705882,0.011764706,0.011764706,0.011764706,0.0,M,1.0,Black,0.964705882,True
BM-043,M,0.0,1.0,B,,0.0,,,,,,0.93258427,0.033707865,0.033707865,0.0,0.0,M,1.0,Black,0.93258427,True
BM-044,M,0.0,1.0,B,,0.097826087,,,,,,0.076086957,0.369565217,0.065217391,0.358695652,0.032608696,M,1.0,Latino,0.369565217,True
BM-045,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-046,M,0.011235955,0.988764045,B,,0.0,,,,,,0.921348315,0.0,0.011235955,0.06741573,0.0,M,0.988764045,Black,0.921348315,True
BM-200,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-201,M,0.0,1.0,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,M,1.0,Black,0.961538462,True
BM-202,M,0.037037037,0.962962963,B,,0.0,,,,,,0.962962963,0.037037037,0.0,0.0,0.0,M,0.962962963,Black,0.962962963,True
BM-203,M,0.0,1.0,B,,0.038461538,,,,,,0.961538462,0.0,0.0,0.0,0.0,M,1.0,Black,0.961538462,True
BM-204,M,0.0,1.0,B,,0.0,,,,,,0.103448276,0.068965517,0.689655172,0.103448276,0.034482759,M,1.0,Multiracial,0.689655172,True
BM-205,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-206,M,0.0,1.0,B,,0.037037037,,,,,,0.666666667,0.074074074,0.185185185,0.0,0.037037037,M,1.0,Black,0.666666667,True
BM-207,M,0.0,1.0,B,,0.0,,,,,,0.964285714,0.035714286,0.0,0.0,0.0,M,1.0,Black,0.964285714,True
BM-208,M,0.0,1.0,B,,0.0,,,,,,0.666666667,0.066666667,0.266666667,0.0,0.0,M,1.0,Black,0.666666667,True
BM-209,M,0.0,1.0,B,,0.0,,,,,,0.785714286,0.035714286,0.142857143,0.035714286,0.0,M,1.0,Black,0.785714286,True
BM-210,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-211,M,0.0,1.0,B,,0.0,,,,,,0.740740741,0.0,0.259259259,0.0,0.0,M,1.0,Black,0.740740741,True
BM-212,M,0.0,1.0,B,,0.0,,,,,,0.130434783,0.217391304,0.565217391,0.086956522,0.0,M,1.0,Multiracial,0.565217391,True
BM-213,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-214,M,0.0,1.0,B,,0.0,,,,,,0.962962963,0.0,0.037037037,0.0,0.0,M,1.0,Black,0.962962963,True
BM-215,M,0.0,1.0,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,M,1.0,Black,0.961538462,True
BM-216,M,0.074074074,0.925925926,B,,0.0,,,,,,0.962962963,0.037037037,0.0,0.0,0.0,M,0.925925926,Black,0.962962963,True
BM-217,M,0.0,1.0,B,,0.0,,,,,,0.965517241,0.0,0.034482759,0.0,0.0,M,1.0,Black,0.965517241,True
BM-218,M,0.0,1.0,B,,0.0,,,,,,0.740740741,0.0,0.259259259,0.0,0.0,M,1.0,Black,0.740740741,True
BM-219,M,0.0,1.0,B,,0.0,,,,,,0.111111111,0.185185185,0.703703704,0.0,0.0,M,1.0,Multiracial,0.703703704,True
BM-221,M,0.0,1.0,B,,0.0,,,,,,0.083333333,0.166666667,0.583333333,0.125,0.041666667,M,1.0,Multiracial,0.583333333,True
BM-222,M,0.0,1.0,B,,0.0,,,,,,0.379310345,0.344827586,0.275862069,0.0,0.0,M,1.0,Black,0.379310345,True
BM-223,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-224,M,0.0,1.0,B,,0.034482759,,,,,,0.586206897,0.103448276,0.275862069,0.0,0.0,M,1.0,Black,0.586206897,True
BM-225,M,0.0,1.0,B,,0.0,,,,,,0.964285714,0.0,0.035714286,0.0,0.0,M,1.0,Black,0.964285714,True
BM-226,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-227,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-228,M,0.0,1.0,B,,0.0,,,,,,0.692307692,0.115384615,0.192307692,0.0,0.0,M,1.0,Black,0.692307692,True
BM-229,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-230,M,0.0,1.0,B,,0.0,,,,,,0.64,0.0,0.32,0.0,0.04,M,1.0,Black,0.64,True
BM-231,M,0.038461538,0.961538462,B,,0.0,,,,,,0.884615385,0.0,0.115384615,0.0,0.0,M,0.961538462,Black,0.884615385,True
BM-232,M,0.0,1.0,B,,0.0,,,,,,0.96,0.0,0.04,0.0,0.0,M,1.0,Black,0.96,True
BM-233,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-234,M,0.037037037,0.962962963,B,,0.0,,,,,,0.074074074,0.444444444,0.296296296,0.037037037,0.148148148,M,0.962962963,Latino,0.444444444,True
BM-235,M,0.0,1.0,B,,0.0,,,,,,0.689655172,0.034482759,0.24137931,0.034482759,0.0,M,1.0,Black,0.689655172,True
BM-236,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-237,M,0.0,1.0,B,,0.0,,,,,,0.923076923,0.0,0.076923077,0.0,0.0,M,1.0,Black,0.923076923,True
BM-238,M,0.0,1.0,B,,0.0,,,,,,0.925925926,0.0,0.074074074,0.0,0.0,M,1.0,Black,0.925925926,True
BM-239,M,0.0,1.0,B,,0.0,,,,,,0.730769231,0.038461538,0.230769231,0.0,0.0,M,1.0,Black,0.730769231,True
BM-240,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-241,M,0.0,1.0,B,,0.0,,,,,,0.961538462,0.038461538,0.0,0.0,0.0,M,1.0,Black,0.961538462,True
BM-242,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-243,M,0.0,1.0,B,,0.0,,,,,,0.875,0.0,0.125,0.0,0.0,M,1.0,Black,0.875,True
BM-244,M,0.0,1.0,B,,0.0,,,,,,0.956521739,0.0,0.043478261,0.0,0.0,M,1.0,Black,0.956521739,True
BM-245,M,0.0,1.0,B,,0.0,,,,,,0.956521739,0.0,0.0,0.0,0.043478261,M,1.0,Black,0.956521739,True
BM-246,M,0.0,1.0,B,,0.0,,,,,,0.958333333,0.041666667,0.0,0.0,0.0,M,1.0,Black,0.958333333,True
BM-247,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-248,M,0.0,1.0,B,,0.0,,,,,,0.692307692,0.038461538,0.269230769,0.0,0.0,M,1.0,Black,0.692307692,True
BM-249,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-250,M,0.0,1.0,B,,0.034482759,,,,,,0.965517241,0.0,0.0,0.0,0.0,M,1.0,Black,0.965517241,True
BM-251,M,0.0,1.0,B,,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,M,1.0,Black,1.0,True
BM-252,M,0.0,1.0,B,,0.0,,,,,,0.961538462,0.0,0.038461538,0.0,0.0,M,1.0,Black,0.961538462,True
BM-253,M,0.125,0.875,B,,0.0,,,,,,0.916666667,0.0,0.083333333,0.0,0.0,M,0.875,Black,0.916666667,True
LF-200,F,1.0,0.0,L,,0.0,,,,,,0.0,0.375,0.458333333,0.041666667,0.125,F,1.0,Multiracial,0.458333333,True
LF-201,F,1.0,0.0,L,,0.04,,,,,,0.0,0.44,0.04,0.04,0.44,F,1.0,Latino,0.44,True
LF-202,F,1.0,0.0,L,,0.0,,,,,,0.0,0.481481481,0.148148148,0.037037037,0.333333333,F,1.0,Latino,0.481481481,True
LF-203,F,1.0,0.0,L,,0.5,,,,,,0.0,0.230769231,0.269230769,0.0,0.0,F,1.0,Asian,0.5,True
LF-204,F,1.0,0.0,L,,0.0,,,,,,0.0,0.888888889,0.037037037,0.0,0.074074074,F,1.0,Latino,0.888888889,True
LF-205,F,1.0,0.0,L,,0.25,,,,,,0.0,0.464285714,0.285714286,0.0,0.0,F,1.0,Latino,0.464285714,True
LF-206,F,1.0,0.0,L,,0.076923077,,,,,,0.0,0.307692308,0.192307692,0.038461538,0.384615385,F,1.0,White,0.384615385,True
LF-207,F,0.964285714,0.035714286,L,,0.0,,,,,,0.035714286,0.392857143,0.25,0.321428571,0.0,F,0.964285714,Latino,0.392857143,True
LF-208,F,1.0,0.0,L,,0.035714286,,,,,,0.0,0.607142857,0.035714286,0.107142857,0.214285714,F,1.0,Latino,0.607142857,True
LF-209,F,1.0,0.0,L,,0.0,,,,,,0.0,0.923076923,0.076923077,0.0,0.0,F,1.0,Latino,0.923076923,True
LF-210,F,1.0,0.0,L,,0.038461538,,,,,,0.0,0.423076923,0.076923077,0.0,0.461538462,F,1.0,White,0.461538462,True
LF-211,F,0.961538462,0.038461538,L,,0.076923077,,,,,,0.0,0.230769231,0.192307692,0.0,0.5,F,0.961538462,White,0.5,True
LF-212,F,1.0,0.0,L,,0.111111111,,,,,,0.0,0.814814815,0.037037037,0.037037037,0.0,F,1.0,Latino,0.814814815,True
LF-213,F,1.0,0.0,L,,0.04,,,,,,0.0,0.56,0.16,0.12,0.12,F,1.0,Latino,0.56,True
LF-214,F,1.0,0.0,L,,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,F,1.0,Latino,1.0,True
LF-215,F,1.0,0.0,L,,0.0,,,,,,0.033333333,0.8,0.133333333,0.0,0.033333333,F,1.0,Latino,0.8,True
LF-216,F,1.0,0.0,L,,0.04,,,,,,0.0,0.68,0.12,0.0,0.16,F,1.0,Latino,0.68,True
LF-217,F,1.0,0.0,L,,0.0,,,,,,0.0,0.7,0.166666667,0.0,0.133333333,F,1.0,Latino,0.7,True
LF-218,F,1.0,0.0,L,,0.033333333,,,,,,0.0,0.466666667,0.233333333,0.0,0.266666667,F,1.0,Latino,0.466666667,True
LF-219,F,0.961538462,0.038461538,L,,0.346153846,,,,,,0.0,0.423076923,0.192307692,0.0,0.038461538,F,0.961538462,Latino,0.423076923,True
LF-220,F,1.0,0.0,L,,0.04,,,,,,0.0,0.84,0.04,0.0,0.08,F,1.0,Latino,0.84,True
LF-221,F,1.0,0.0,L,,0.0,,,,,,0.0,0.846153846,0.076923077,0.038461538,0.038461538,F,1.0,Latino,0.846153846,True
LF-222,F,1.0,0.0,L,,0.038461538,,,,,,0.0,0.615384615,0.192307692,0.0,0.153846154,F,1.0,Latino,0.615384615,True
LF-223,F,1.0,0.0,L,,0.230769231,,,,,,0.0,0.461538462,0.230769231,0.0,0.076923077,F,1.0,Latino,0.461538462,True
LF-224,F,1.0,0.0,L,,0.086956522,,,,,,0.0,0.52173913,0.217391304,0.0,0.173913043,F,1.0,Latino,0.52173913,True
LF-225,F,1.0,0.0,L,,0.0,,,,,,0.0,0.458333333,0.291666667,0.0,0.25,F,1.0,Latino,0.458333333,True
LF-226,F,1.0,0.0,L,,0.038461538,,,,,,0.0,0.769230769,0.076923077,0.038461538,0.076923077,F,1.0,Latino,0.769230769,True
LF-227,F,1.0,0.0,L,,0.037037037,,,,,,0.0,0.555555556,0.296296296,0.074074074,0.037037037,F,1.0,Latino,0.555555556,True
LF-228,F,1.0,0.0,L,,0.24137931,,,,,,0.0,0.448275862,0.275862069,0.034482759,0.0,F,1.0,Latino,0.448275862,True
LF-229,F,0.913043478,0.086956522,L,,0.0,,,,,,0.0,0.434782609,0.304347826,0.0,0.260869565,F,0.913043478,Latino,0.434782609,True
LF-230,F,1.0,0.0,L,,0.037037037,,,,,,0.0,0.037037037,0.037037037,0.0,0.888888889,F,1.0,White,0.888888889,True
LF-231,F,1.0,0.0,L,,0.076923077,,,,,,0.0,0.769230769,0.115384615,0.038461538,0.0,F,1.0,Latino,0.769230769,True
LF-232,F,1.0,0.0,L,,0.538461538,,,,,,0.0,0.307692308,0.076923077,0.076923077,0.0,F,1.0,Asian,0.538461538,True
LF-233,F,1.0,0.0,L,,0.0,,,,,,0.0,0.16,0.0,0.0,0.84,F,1.0,White,0.84,True
LF-234,F,0.961538462,0.038461538,L,,0.423076923,,,,,,0.0,0.5,0.076923077,0.0,0.0,F,0.961538462,Latino,0.5,True
LF-235,F,1.0,0.0,L,,0.115384615,,,,,,0.0,0.538461538,0.307692308,0.0,0.038461538,F,1.0,Latino,0.538461538,True
LF-236,F,1.0,0.0,L,,0.08,,,,,,0.0,0.32,0.52,0.08,0.0,F,1.0,Multiracial,0.52,True
LF-237,F,1.0,0.0,L,,0.0,,,,,,0.0,0.357142857,0.142857143,0.0,0.5,F,1.0,White,0.5,True
LF-238,F,1.0,0.0,L,,0.0,,,,,,0.0,0.733333333,0.0,0.0,0.266666667,F,1.0,Latino,0.733333333,True
LF-239,F,1.0,0.0,L,,0.096774194,,,,,,0.0,0.677419355,0.225806452,0.0,0.0,F,1.0,Latino,0.677419355,True
LF-240,F,1.0,0.0,L,,0.034482759,,,,,,0.0,0.655172414,0.068965517,0.103448276,0.137931034,F,1.0,Latino,0.655172414,True
LF-241,F,1.0,0.0,L,,0.0,,,,,,0.111111111,0.37037037,0.518518519,0.0,0.0,F,1.0,Multiracial,0.518518519,True
LF-242,F,1.0,0.0,L,,0.074074074,,,,,,0.0,0.666666667,0.259259259,0.0,0.0,F,1.0,Latino,0.666666667,True
LF-243,F,1.0,0.0,L,,0.076923077,,,,,,0.0,0.307692308,0.423076923,0.038461538,0.153846154,F,1.0,Multiracial,0.423076923,True
LF-244,F,1.0,0.0,L,,0.192307692,,,,,,0.038461538,0.5,0.192307692,0.076923077,0.0,F,1.0,Latino,0.5,True
LF-245,F,0.965517241,0.034482759,L,,0.034482759,,,,,,0.034482759,0.689655172,0.24137931,0.0,0.0,F,0.965517241,Latino,0.689655172,True
LF-246,F,1.0,0.0,L,,0.037037037,,,,,,0.0,0.592592593,0.074074074,0.0,0.296296296,F,1.0,Latino,0.592592593,True
LF-247,F,1.0,0.0,L,,0.035714286,,,,,,0.0,0.285714286,0.071428571,0.0,0.607142857,F,1.0,White,0.607142857,True
LF-248,F,1.0,0.0,L,,0.0,,,,,,0.0,0.208333333,0.083333333,0.041666667,0.666666667,F,1.0,White,0.666666667,True
LF-249,F,1.0,0.0,L,,0.068965517,,,,,,0.0,0.551724138,0.137931034,0.068965517,0.172413793,F,1.0,Latino,0.551724138,True
LF-250,F,1.0,0.0,L,,0.115384615,,,,,,0.0,0.5,0.307692308,0.038461538,0.038461538,F,1.0,Latino,0.5,True
LF-251,F,1.0,0.0,L,,0.074074074,,,,,,0.0,0.703703704,0.148148148,0.074074074,0.0,F,1.0,Latino,0.703703704,True
LF-252,F,0.962962963,0.037037037,L,,0.0,,,,,,0.0,0.851851852,0.074074074,0.037037037,0.037037037,F,0.962962963,Latino,0.851851852,True
LF-253,F,1.0,0.0,L,,0.076923077,,,,,,0.115384615,0.461538462,0.346153846,0.0,0.0,F,1.0,Latino,0.461538462,True
LF-254,F,1.0,0.0,L,,0.0,,,,,,0.0,0.75,0.041666667,0.041666667,0.166666667,F,1.0,Latino,0.75,True
LF-255,F,1.0,0.0,L,,0.0,,,,,,0.0,0.846153846,0.115384615,0.0,0.038461538,F,1.0,Latino,0.846153846,True
LM-200,M,0.0,1.0,L,,0.0,,,,,,0.0,0.068965517,0.137931034,0.0,0.793103448,M,1.0,White,0.793103448,True
LM-201,M,0.0,1.0,L,,0.035714286,,,,,,0.0,0.071428571,0.035714286,0.071428571,0.785714286,M,1.0,White,0.785714286,True
LM-202,M,0.0,1.0,L,,0.0,,,,,,0.230769231,0.538461538,0.192307692,0.038461538,0.0,M,1.0,Latino,0.538461538,True
LM-203,M,0.0,1.0,L,,0.0,,,,,,0.0,0.272727273,0.272727273,0.0,0.454545455,M,1.0,White,0.454545455,True
LM-204,M,0.0,1.0,L,,0.0,,,,,,0.0,0.034482759,0.0,0.0,0.965517241,M,1.0,White,0.965517241,True
LM-206,M,0.0,1.0,L,,0.041666667,,,,,,0.0,0.458333333,0.208333333,0.0,0.291666667,M,1.0,Latino,0.458333333,True
LM-207,M,0.0,1.0,L,,0.033333333,,,,,,0.0,0.7,0.133333333,0.0,0.133333333,M,1.0,Latino,0.7,True
LM-208,M,0.0,1.0,L,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,M,1.0,White,1.0,True
LM-209,M,0.0,1.0,L,,0.357142857,,,,,,0.0,0.321428571,0.107142857,0.0,0.214285714,M,1.0,Asian,0.357142857,True
LM-210,M,0.0,1.0,L,,0.0,,,,,,0.0,0.888888889,0.037037037,0.0,0.074074074,M,1.0,Latino,0.888888889,True
LM-211,M,0.0,1.0,L,,0.071428571,,,,,,0.0,0.571428571,0.142857143,0.0,0.214285714,M,1.0,Latino,0.571428571,True
LM-212,M,0.0,1.0,L,,0.0,,,,,,0.0,0.44,0.2,0.0,0.36,M,1.0,Latino,0.44,True
LM-213,M,0.0,1.0,L,,0.083333333,,,,,,0.0,0.833333333,0.083333333,0.0,0.0,M,1.0,Latino,0.833333333,True
LM-214,M,0.0,1.0,L,,0.178571429,,,,,,0.0,0.357142857,0.321428571,0.071428571,0.071428571,M,1.0,Latino,0.357142857,True
LM-215,M,0.0,1.0,L,,0.0,,,,,,0.0,0.076923077,0.115384615,0.076923077,0.730769231,M,1.0,White,0.730769231,True
LM-216,M,0.037037037,0.962962963,L,,0.111111111,,,,,,0.0,0.555555556,0.185185185,0.111111111,0.037037037,M,0.962962963,Latino,0.555555556,True
LM-217,M,0.0,1.0,L,,0.0,,,,,,0.0,0.56,0.12,0.04,0.28,M,1.0,Latino,0.56,True
LM-218,M,0.0,1.0,L,,0.0,,,,,,0.0,0.666666667,0.296296296,0.0,0.037037037,M,1.0,Latino,0.666666667,True
LM-219,M,0.0,1.0,L,,0.111111111,,,,,,0.0,0.518518519,0.333333333,0.0,0.037037037,M,1.0,Latino,0.518518519,True
LM-220,M,0.0,1.0,L,,0.0,,,,,,0.0,0.107142857,0.321428571,0.392857143,0.178571429,M,1.0,Other,0.392857143,True
LM-221,M,0.0,1.0,L,,0.0,,,,,,0.0,0.518518519,0.185185185,0.037037037,0.259259259,M,1.0,Latino,0.518518519,True
LM-222,M,0.0,1.0,L,,0.0,,,,,,0.0,0.25,0.083333333,0.041666667,0.625,M,1.0,White,0.625,True
LM-223,M,0.0,1.0,L,,0.107142857,,,,,,0.035714286,0.607142857,0.035714286,0.214285714,0.0,M,1.0,Latino,0.607142857,True
LM-224,M,0.0,1.0,L,,0.0,,,,,,0.068965517,0.0,0.896551724,0.034482759,0.0,M,1.0,Multiracial,0.896551724,True
LM-225,M,0.0,1.0,L,,0.076923077,,,,,,0.0,0.730769231,0.115384615,0.076923077,0.0,M,1.0,Latino,0.730769231,True
LM-226,M,0.0,1.0,L,,0.0,,,,,,0.0,0.52173913,0.130434783,0.086956522,0.260869565,M,1.0,Latino,0.52173913,True
LM-227,M,0.0,1.0,L,,0.068965517,,,,,,0.0,0.655172414,0.0,0.137931034,0.137931034,M,1.0,Latino,0.655172414,True
LM-228,M,0.035714286,0.964285714,L,,0.0,,,,,,0.0,0.428571429,0.107142857,0.071428571,0.392857143,M,0.964285714,Latino,0.428571429,True
